sample,best available identification,reads/400,,,,
B1286,Clostridiales,68,,,,
B1286,Corynebacterineae,18,,,,
B1286,Corynebacterineae,6,,,,
B1286,Corynebacterium,1,,,,
B1286,Corynebacterium,1,,,,
B1286,Dermabacter,3,,,,
B1286,Dialister,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,1,,,,
B1286,Finegoldia,28,,,,
B1286,Mobiluncus,2,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,1,,,,
B1286,Peptoniphilus,2,,,,
B1286,Peptoniphilus,3,,,,
B1286,Peptoniphilus,4,,,,
B1286,Peptoniphilus,96,,,,
B1286,Prevotella,1,,,,
B1286,Prevotella,43,,,,
B1286,Prevotellaceae,1,,,,
B1286,Ralstonia,1,,,,
B1286,unidentified,1,,,,
B1286,unidentified,1,,,,
B1286,unidentified,1,,,,
B1286,Varibaculum,1,,,,
B1286,Veillonellaceae,6,,,,
B1288,Actinobacteridae,1,,,,
B1288,Actinobacteridae,3,,,,
B1288,Actinobacteridae,3,,,,
B1288,Actinomycetaceae,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Actinomycetales,1,,,,
B1288,Aerococcaceae,1,,,,
B1288,Aerococcaceae,1,,,,
B1288,Aerococcaceae,11,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,1,,,,
B1288,Anaerococcus,11,,,,
B1288,Anaerococcus,12,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,2,,,,
B1288,Anaerococcus,3,,,,
B1288,Anaerococcus,3,,,,
B1288,Anaerococcus,4,,,,
B1288,Anaerococcus,59,,,,
B1288,Arcanobacterium,1,,,,
B1288,Bacilli,1,,,,
B1288,Bacteroidetes,3,,,,
B1288,Brevibacterium,2,,,,
B1288,Campylobacter,1,,,,
B1288,Clostridia,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,1,,,,
B1288,Clostridiales,13,,,,
B1288,Clostridiales,14,,,,
B1288,Clostridiales,2,,,,
B1288,Clostridiales,2,,,,
B1288,Clostridiales,3,,,,
B1288,Clostridiales,44,,,,
B1288,Clostridiales,6,,,,
B1288,Corynebacterineae,1,,,,
B1288,Corynebacterineae,2,,,,
B1288,Corynebacterineae,2,,,,
B1288,Corynebacterineae,22,,,,
B1288,Corynebacterium,20,,,,
B1288,Dialister,1,,,,
B1288,Finegoldia,1,,,,
B1288,Firmicutes,1,,,,
B1288,Firmicutes,5,,,,
B1288,Gallicola,1,,,,
B1288,Mobiluncus,1,,,,
B1288,Peptococcus,1,,,,
B1288,Peptococcus,2,,,,
B1288,Peptoniphilus,1,,,,
B1288,Peptoniphilus,1,,,,
B1288,Peptoniphilus,1,,,,
B1288,Peptoniphilus,1,,,,
B1288,Peptoniphilus,2,,,,
B1288,Peptoniphilus,27,,,,
B1288,Peptoniphilus,7,,,,
B1288,Staphylococcus,2,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,1,,,,
B1288,unidentified,11,,,,
B1288,unidentified,2,,,,
B1288,unidentified,4,,,,
B1288,unidentified,8,,,,
B1288,Varibaculum,1,,,,
B1288,Varibaculum,1,,,,
B1288,Varibaculum,5,,,,
B1288,Veillonellaceae,2,,,,
B1289,Actinobacteridae,1,,,,
B1289,Actinobacteridae,1,,,,
B1289,Actinobacteridae,12,,,,
B1289,Actinobaculum,1,,,,
B1289,Actinomyces,2,,,,
B1289,Actinomycetaceae,1,,,,
B1289,Actinomycetales,1,,,,
B1289,Actinomycetales,1,,,,
B1289,Actinomycetales,1,,,,
B1289,Actinomycetales,1,,,,
B1289,Actinomycetales,1,,,,
B1289,Anaerococcus,1,,,,
B1289,Bacteroidales,1,,,,
B1289,Bacteroidetes,1,,,,
B1289,Bacteroidetes,1,,,,
B1289,Bacteroidetes,14,,,,
B1289,Bacteroidetes,2,,,,
B1289,Campylobacter,3,,,,
B1289,Clostridia,1,,,,
B1289,Clostridia,1,,,,
B1289,Clostridia,15,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,1,,,,
B1289,Clostridiales,2,,,,
B1289,Clostridiales,29,,,,
B1289,Clostridiales,4,,,,
B1289,Clostridiales,4,,,,
B1289,Dialister,1,,,,
B1289,Dialister,4,,,,
B1289,Firmicutes,1,,,,
B1289,Firmicutes,1,,,,
B1289,Firmicutes,1,,,,
B1289,Methanobrevibacter,11,,,,
B1289,Mobiluncus,9,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,1,,,,
B1289,Peptococcus,2,,,,
B1289,Peptococcus,3,,,,
B1289,Peptococcus,32,,,,
B1289,Peptoniphilus,1,,,,
B1289,Peptoniphilus,1,,,,
B1289,Peptoniphilus,1,,,,
B1289,Peptoniphilus,2,,,,
B1289,Peptoniphilus,2,,,,
B1289,Peptoniphilus,20,,,,
B1289,Peptoniphilus,4,,,,
B1289,Porphyromonadaceae,18,,,,
B1289,Porphyromonas,1,,,,
B1289,Porphyromonas,3,,,,
B1289,Prevotella,4,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,1,,,,
B1289,unidentified,18,,,,
B1289,unidentified,2,,,,
B1289,unidentified,2,,,,
B1289,unidentified,2,,,,
B1289,unidentified,2,,,,
B1289,unidentified,2,,,,
B1289,unidentified,2,,,,
B1289,unidentified,26,,,,
B1289,unidentified,3,,,,
B1289,unidentified,30,,,,
B1289,unidentified,41,,,,
B1291,Actinobacteridae,1,,,,
B1291,Actinobacteridae,1,,,,
B1291,Actinobacteridae,1,,,,
B1291,Actinobacteridae,13,,,,
B1291,Actinomyces,1,,,,
B1291,Actinomycetales,1,,,,
B1291,Actinomycetales,1,,,,
B1291,Aerococcaceae,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,1,,,,
B1291,Anaerococcus,10,,,,
B1291,Anaerococcus,2,,,,
B1291,Anaerococcus,2,,,,
B1291,Anaerococcus,2,,,,
B1291,Arcanobacterium,1,,,,
B1291,Bacteroidetes,1,,,,
B1291,Bacteroidetes,1,,,,
B1291,Bacteroidetes,1,,,,
B1291,Bacteroidetes,2,,,,
B1291,Bacteroidetes,59,,,,
B1291,Campylobacter,1,,,,
B1291,Campylobacter,3,,,,
B1291,Clostridiales,1,,,,
B1291,Clostridiales,12,,,,
B1291,Clostridiales,2,,,,
B1291,Clostridiales,3,,,,
B1291,Clostridiales,3,,,,
B1291,Clostridiales,4,,,,
B1291,Corynebacterineae,2,,,,
B1291,Corynebacterineae,4,,,,
B1291,Corynebacterium,1,,,,
B1291,Corynebacterium,3,,,,
B1291,Dermabacter,1,,,,
B1291,Dialister,4,,,,
B1291,Finegoldia,2,,,,
B1291,Firmicutes,1,,,,
B1291,Firmicutes,1,,,,
B1291,Firmicutes,3,,,,
B1291,Fusobacterium,1,,,,
B1291,Hallella,1,,,,
B1291,Lachnospiraceae,2,,,,
B1291,Lactobacillales,2,,,,
B1291,Millisia,1,,,,
B1291,Mobiluncus,1,,,,
B1291,Mobiluncus,29,,,,
B1291,Peptoniphilus,2,,,,
B1291,Peptoniphilus,2,,,,
B1291,Peptoniphilus,5,,,,
B1291,Porphyromonadaceae,8,,,,
B1291,Porphyromonas,1,,,,
B1291,Porphyromonas,19,,,,
B1291,Porphyromonas,3,,,,
B1291,Porphyromonas,8,,,,
B1291,Prevotella,1,,,,
B1291,Prevotella,1,,,,
B1291,Prevotella,1,,,,
B1291,Prevotella,1,,,,
B1291,Prevotella,3,,,,
B1291,Prevotella,3,,,,
B1291,Prevotellaceae,1,,,,
B1291,Prevotellaceae,4,,,,
B1291,Staphylococcus,3,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,1,,,,
B1291,unidentified,15,,,,
B1291,unidentified,2,,,,
B1291,unidentified,2,,,,
B1291,unidentified,29,,,,
B1291,unidentified,3,,,,
B1291,unidentified,3,,,,
B1291,unidentified,3,,,,
B1291,unidentified,3,,,,
B1291,unidentified,4,,,,
B1291,unidentified,4,,,,
B1291,unidentified,54,,,,
B1292,Actinobacteria,1,,,,
B1292,Actinobacteridae,1,,,,
B1292,Actinobacteridae,11,,,,
B1292,Actinobacteridae,2,,,,
B1292,Actinomycetaceae,1,,,,
B1292,Actinomycetales,1,,,,
B1292,Aerococcaceae,2,,,,
B1292,Anaerococcus,1,,,,
B1292,Anaerococcus,1,,,,
B1292,Anaerococcus,16,,,,
B1292,Anaerococcus,2,,,,
B1292,Anaerococcus,2,,,,
B1292,Anaerococcus,3,,,,
B1292,Anaerococcus,3,,,,
B1292,Anaerococcus,5,,,,
B1292,Bacilli,1,,,,
B1292,Bacteroidetes,1,,,,
B1292,Bacteroidetes,3,,,,
B1292,Bacteroidetes,48,,,,
B1292,Burkholderiales,1,,,,
B1292,Caenibacterium,1,,,,
B1292,Campylobacter,2,,,,
B1292,Chloroplast,1,,,,
B1292,Clostridiales,1,,,,
B1292,Clostridiales,1,,,,
B1292,Clostridiales,1,,,,
B1292,Clostridiales,13,,,,
B1292,Clostridiales,14,,,,
B1292,Clostridiales,2,,,,
B1292,Clostridiales,2,,,,
B1292,Clostridiales,4,,,,
B1292,Corynebacterineae,14,,,,
B1292,Corynebacterineae,7,,,,
B1292,Corynebacterium,1,,,,
B1292,Corynebacterium,12,,,,
B1292,Dermabacter,1,,,,
B1292,Dialister,3,,,,
B1292,Finegoldia,6,,,,
B1292,Firmicutes,1,,,,
B1292,Firmicutes,1,,,,
B1292,Lactobacillales,1,,,,
B1292,Lactobacillales,1,,,,
B1292,Lactobacillales,2,,,,
B1292,Mobiluncus,7,,,,
B1292,Peptococcus,1,,,,
B1292,Peptoniphilus,1,,,,
B1292,Peptoniphilus,1,,,,
B1292,Peptoniphilus,18,,,,
B1292,Porphyromonadaceae,13,,,,
B1292,Porphyromonas,1,,,,
B1292,Porphyromonas,1,,,,
B1292,Porphyromonas,1,,,,
B1292,Porphyromonas,1,,,,
B1292,Porphyromonas,1,,,,
B1292,Porphyromonas,4,,,,
B1292,Porphyromonas,8,,,,
B1292,Prevotella,1,,,,
B1292,Prevotella,2,,,,
B1292,Prevotella,4,,,,
B1292,Prevotellaceae,3,,,,
B1292,Ruminococcaceae,2,,,,
B1292,Sphingobacterium,1,,,,
B1292,Staphylococcus,9,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,1,,,,
B1292,unidentified,14,,,,
B1292,unidentified,2,,,,
B1292,unidentified,2,,,,
B1292,unidentified,2,,,,
B1292,unidentified,3,,,,
B1292,unidentified,3,,,,
B1292,unidentified,30,,,,
B1292,unidentified,45,,,,
B1292,unidentified,7,,,,
B1292,Varibaculum,2,,,,
B1292,Veillonellaceae,4,,,,
B1292,Xanthomonadaceae,1,,,,
B1293,Abiotrophia,1,,,,
B1293,Acidobacteriaceae,1,,,,
B1293,Acinetobacter,1,,,,
B1293,Actinobacteridae,1,,,,
B1293,Actinobacteridae,1,,,,
B1293,Actinobacteridae,9,,,,
B1293,Aerococcaceae,1,,,,
B1293,Alphaproteobacteria,1,,,,
B1293,Anaerococcus,1,,,,
B1293,Anaerococcus,1,,,,
B1293,Anaerococcus,1,,,,
B1293,Anaerococcus,1,,,,
B1293,Anaerococcus,1,,,,
B1293,Anaerococcus,14,,,,
B1293,Anaerococcus,2,,,,
B1293,Anaerococcus,2,,,,
B1293,Anaerococcus,8,,,,
B1293,Bacteroidetes,1,,,,
B1293,Bacteroidetes,1,,,,
B1293,Bacteroidetes,41,,,,
B1293,Campylobacter,3,,,,
B1293,Clostridiales,1,,,,
B1293,Clostridiales,1,,,,
B1293,Clostridiales,1,,,,
B1293,Clostridiales,12,,,,
B1293,Clostridiales,13,,,,
B1293,Clostridiales,2,,,,
B1293,Clostridiales,2,,,,
B1293,Clostridiales,2,,,,
B1293,Clostridiales,2,,,,
B1293,Corynebacterineae,12,,,,
B1293,Corynebacterineae,4,,,,
B1293,Corynebacterium,1,,,,
B1293,Corynebacterium,9,,,,
B1293,Dermabacter,1,,,,
B1293,Dialister,7,,,,
B1293,Finegoldia,2,,,,
B1293,Firmicutes,2,,,,
B1293,Lachnospiraceae,1,,,,
B1293,Mobiluncus,17,,,,
B1293,Peptoniphilus,1,,,,
B1293,Peptoniphilus,1,,,,
B1293,Peptoniphilus,1,,,,
B1293,Peptoniphilus,2,,,,
B1293,Peptoniphilus,20,,,,
B1293,Porphyromonadaceae,10,,,,
B1293,Porphyromonas,1,,,,
B1293,Porphyromonas,11,,,,
B1293,Porphyromonas,19,,,,
B1293,Prevotella,1,,,,
B1293,Prevotella,1,,,,
B1293,Prevotella,3,,,,
B1293,Prevotellaceae,1,,,,
B1293,Prevotellaceae,5,,,,
B1293,Staphylococcus,3,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,1,,,,
B1293,unidentified,10,,,,
B1293,unidentified,14,,,,
B1293,unidentified,2,,,,
B1293,unidentified,2,,,,
B1293,unidentified,2,,,,
B1293,unidentified,4,,,,
B1293,unidentified,40,,,,
B1293,unidentified,46,,,,
B1293,Varibaculum,2,,,,
B1293,Veillonellaceae,2,,,,
B1294,Actinobacteridae,1,,,,
B1294,Actinobacteridae,7,,,,
B1294,Actinomycetaceae,2,,,,
B1294,Actinomycetales,1,,,,
B1294,Actinomycetales,1,,,,
B1294,Aerococcaceae,1,,,,
B1294,Aerococcaceae,1,,,,
B1294,Aerococcaceae,19,,,,
B1294,Aerococcaceae,2,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,1,,,,
B1294,Anaerococcus,10,,,,
B1294,Anaerococcus,10,,,,
B1294,Anaerococcus,14,,,,
B1294,Anaerococcus,2,,,,
B1294,Anaerococcus,2,,,,
B1294,Anaerococcus,2,,,,
B1294,Anaerococcus,2,,,,
B1294,Anaerococcus,3,,,,
B1294,Anaerococcus,40,,,,
B1294,Bacilli,1,,,,
B1294,Bacilli,1,,,,
B1294,Bacilli,1,,,,
B1294,Bacteroidetes,1,,,,
B1294,Bacteroidetes,20,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,1,,,,
B1294,Clostridiales,2,,,,
B1294,Clostridiales,29,,,,
B1294,Clostridiales,3,,,,
B1294,Clostridiales,9,,,,
B1294,Corynebacterineae,1,,,,
B1294,Corynebacterineae,1,,,,
B1294,Corynebacterineae,1,,,,
B1294,Corynebacterineae,14,,,,
B1294,Corynebacterineae,2,,,,
B1294,Corynebacterineae,57,,,,
B1294,Corynebacterium,1,,,,
B1294,Corynebacterium,2,,,,
B1294,Corynebacterium,26,,,,
B1294,Dermabacter,1,,,,
B1294,Fastidiosipila,2,,,,
B1294,Finegoldia,8,,,,
B1294,Firmicutes,1,,,,
B1294,Firmicutes,1,,,,
B1294,Ignavigranum,6,,,,
B1294,Microbacteriaceae,1,,,,
B1294,Microbacteriaceae,22,,,,
B1294,Peptococcus,1,,,,
B1294,Peptococcus,1,,,,
B1294,Peptoniphilus,1,,,,
B1294,Peptoniphilus,1,,,,
B1294,Peptoniphilus,1,,,,
B1294,Peptoniphilus,3,,,,
B1294,Peptoniphilus,4,,,,
B1294,Peptoniphilus,4,,,,
B1294,Peptoniphilus,9,,,,
B1294,Porphyromonas,7,,,,
B1294,Staphylococcus,9,,,,
B1294,unidentified,1,,,,
B1294,unidentified,1,,,,
B1294,unidentified,2,,,,
B1294,unidentified,2,,,,
B1295,Abiotrophia,3,,,,
B1295,Acetobacteraceae,1,,,,
B1295,Actinobacteridae,1,,,,
B1295,Actinobacteridae,7,,,,
B1295,Actinomyces,1,,,,
B1295,Aerococcaceae,2,,,,
B1295,Anaerococcus,1,,,,
B1295,Anaerococcus,1,,,,
B1295,Anaerococcus,10,,,,
B1295,Anaerococcus,7,,,,
B1295,Bacillales,1,,,,
B1295,Bacillales,1,,,,
B1295,Bacillales,1,,,,
B1295,Bacillales,1,,,,
B1295,Bacilli,1,,,,
B1295,Bacilli,6,,,,
B1295,Bacteroidetes,1,,,,
B1295,Bacteroidetes,1,,,,
B1295,Bacteroidetes,1,,,,
B1295,Bacteroidetes,1,,,,
B1295,Bacteroidetes,10,,,,
B1295,Branhamella,2,,,,
B1295,Burkholderiales,1,,,,
B1295,Campylobacter,2,,,,
B1295,Clostridiales,1,,,,
B1295,Clostridiales,1,,,,
B1295,Clostridiales,1,,,,
B1295,Clostridiales,2,,,,
B1295,Clostridiales,51,,,,
B1295,Corynebacterineae,2,,,,
B1295,Corynebacterineae,9,,,,
B1295,Corynebacterium,6,,,,
B1295,Finegoldia,12,,,,
B1295,Firmicutes,1,,,,
B1295,Gemella,1,,,,
B1295,GpI,1,,,,
B1295,Halobacteriaceae,1,,,,
B1295,Ignavigranum,1,,,,
B1295,Lactobacillales,1,,,,
B1295,Methanobrevibacter,1,,,,
B1295,Microbacteriaceae,2,,,,
B1295,Micrococcaceae,1,,,,
B1295,Mobiluncus,1,,,,
B1295,Neochlamydia,1,,,,
B1295,Nocardioides,1,,,,
B1295,Paenibacillaceae,1,,,,
B1295,Pasteurellaceae,1,,,,
B1295,Peptococcus,2,,,,
B1295,Peptoniphilus,11,,,,
B1295,Peptoniphilus,2,,,,
B1295,Peptoniphilus,5,,,,
B1295,Phenylobacterium,2,,,,
B1295,Porphyromonadaceae,3,,,,
B1295,Porphyromonas,4,,,,
B1295,Porphyromonas,5,,,,
B1295,Prevotella,1,,,,
B1295,Prevotella,3,,,,
B1295,Ralstonia,2,,,,
B1295,Staphylococcus,1,,,,
B1295,Staphylococcus,146,,,,
B1295,Streptococcus,1,,,,
B1295,Streptococcus,12,,,,
B1295,Streptococcus,2,,,,
B1295,unidentified,1,,,,
B1295,unidentified,1,,,,
B1295,unidentified,1,,,,
B1295,unidentified,2,,,,
B1295,unidentified,24,,,,
B1295,unidentified,3,,,,
B1295,Veillonellaceae,2,,,,
B1296,Actinomyces,20,,,,
B1296,Anaerococcus,1,,,,
B1296,Anaerococcus,1,,,,
B1296,Anaerococcus,1,,,,
B1296,Anaerococcus,13,,,,
B1296,Bacillales,1,,,,
B1296,Bacilli,1,,,,
B1296,Bacilli,1,,,,
B1296,Bacilli,1,,,,
B1296,Bacilli,1,,,,
B1296,Bacilli,1,,,,
B1296,Bacilli,2,,,,
B1296,Bacilli,2,,,,
B1296,Bacilli,3,,,,
B1296,Bacilli,4,,,,
B1296,Bacilli,5,,,,
B1296,Bradyrhizobiaceae,1,,,,
B1296,Campylobacter,1,,,,
B1296,Corynebacterium,9,,,,
B1296,Dialister,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,1,,,,
B1296,Finegoldia,100,,,,
B1296,Finegoldia,3,,,,
B1296,Finegoldia,3,,,,
B1296,Finegoldia,3,,,,
B1296,Fusobacterium,1,,,,
B1296,Lactobacillales,1,,,,
B1296,Lactobacillales,27,,,,
B1296,Micrococcineae,1,,,,
B1296,Peptoniphilus,1,,,,
B1296,Peptoniphilus,1,,,,
B1296,Peptoniphilus,16,,,,
B1296,Staphylococcaceae,2,,,,
B1296,Staphylococcus,1,,,,
B1296,Staphylococcus,1,,,,
B1296,Staphylococcus,107,,,,
B1296,Streptococcus,37,,,,
B1296,unidentified,1,,,,
B1296,unidentified,1,,,,
B1296,Varibaculum,1,,,,
B1296,Veillonella,1,,,,
B1296,Veillonella,1,,,,
B1296,Veillonella,1,,,,
B1296,Veillonella,1,,,,
B1296,Veillonella,1,,,,
B1296,Veillonella,3,,,,
B1296,Veillonella,5,,,,
B1296,Veillonellaceae,1,,,,
B1298,Actinobacteridae,1,,,,
B1298,Actinobacteridae,2,,,,
B1298,Actinobacteridae,2,,,,
B1298,Actinobaculum,1,,,,
B1298,Actinomyces,1,,,,
B1298,Actinomycetaceae,5,,,,
B1298,Aerococcaceae,1,,,,
B1298,Aerococcaceae,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,1,,,,
B1298,Anaerococcus,2,,,,
B1298,Anaerococcus,5,,,,
B1298,Anaerococcus,7,,,,
B1298,Bacilli,1,,,,
B1298,Bacteroidetes,1,,,,
B1298,Bacteroidetes,1,,,,
B1298,Bacteroidetes,1,,,,
B1298,Bacteroidetes,15,,,,
B1298,Branhamella,2,,,,
B1298,Campylobacter,2,,,,
B1298,Clostridia,13,,,,
B1298,Clostridiales,1,,,,
B1298,Clostridiales,1,,,,
B1298,Clostridiales,1,,,,
B1298,Clostridiales,1,,,,
B1298,Clostridiales,1,,,,
B1298,Clostridiales,2,,,,
B1298,Clostridiales,2,,,,
B1298,Clostridiales,2,,,,
B1298,Clostridiales,2,,,,
B1298,Clostridiales,35,,,,
B1298,Corynebacterineae,1,,,,
B1298,Corynebacterineae,2,,,,
B1298,Corynebacterineae,20,,,,
B1298,Corynebacterium,2,,,,
B1298,Dermabacter,1,,,,
B1298,Dialister,2,,,,
B1298,Finegoldia,4,,,,
B1298,Firmicutes,1,,,,
B1298,Firmicutes,1,,,,
B1298,Firmicutes,1,,,,
B1298,Methanobrevibacter,9,,,,
B1298,Mobiluncus,8,,,,
B1298,Peptococcus,1,,,,
B1298,Peptococcus,33,,,,
B1298,Peptoniphilus,1,,,,
B1298,Peptoniphilus,17,,,,
B1298,Peptoniphilus,2,,,,
B1298,Peptoniphilus,4,,,,
B1298,Peptoniphilus,6,,,,
B1298,Porphyromonadaceae,12,,,,
B1298,Porphyromonas,1,,,,
B1298,Porphyromonas,1,,,,
B1298,Porphyromonas,5,,,,
B1298,Prevotella,1,,,,
B1298,Prevotella,4,,,,
B1298,Staphylococcus,1,,,,
B1298,Staphylococcus,26,,,,
B1298,unidentified,1,,,,
B1298,unidentified,1,,,,
B1298,unidentified,1,,,,
B1298,unidentified,1,,,,
B1298,unidentified,1,,,,
B1298,unidentified,1,,,,
B1298,unidentified,20,,,,
B1298,unidentified,21,,,,
B1298,unidentified,23,,,,
B1298,unidentified,45,,,,
B1308,Acinetobacter,1,,,,
B1308,Actinobacteridae,1,,,,
B1308,Actinobacteridae,11,,,,
B1308,Actinobacteridae,74,,,,
B1308,Actinomyces,2,,,,
B1308,Actinomyces,7,,,,
B1308,Aerococcaceae,3,,,,
B1308,Aeromonas,1,,,,
B1308,Anaerococcus,1,,,,
B1308,Anaerococcus,1,,,,
B1308,Anaerococcus,1,,,,
B1308,Anaerococcus,2,,,,
B1308,Anaerococcus,3,,,,
B1308,Anaerococcus,7,,,,
B1308,Bacillaceae,1,,,,
B1308,Bacillales,1,,,,
B1308,Bacillales,1,,,,
B1308,Bacillales,2,,,,
B1308,Bacilli,1,,,,
B1308,Bacteroidetes,1,,,,
B1308,Bacteroidetes,33,,,,
B1308,Burkholderiales,1,,,,
B1308,Campylobacter,1,,,,
B1308,Campylobacter,12,,,,
B1308,Clostridiales,11,,,,
B1308,Corynebacterineae,1,,,,
B1308,Corynebacterium,36,,,,
B1308,Dialister,1,,,,
B1308,Fastidiosipila,1,,,,
B1308,Finegoldia,1,,,,
B1308,Finegoldia,1,,,,
B1308,Finegoldia,1,,,,
