caseid,year,age,sex,polviews,partyid,indus10
2085,2000,26.0,2,4.0,0.0,6870.0
2086,2000,42.0,2,6.0,0.0,9480.0
2087,2000,85.0,1,5.0,5.0,7970.0
2088,2000,50.0,2,4.0,1.0,4970.0
2089,2000,37.0,1,1.0,6.0,8770.0
2090,2000,40.0,2,1.0,0.0,8170.0
2091,2000,36.0,2,4.0,0.0,7860.0
2092,2000,45.0,2,6.0,0.0,1870.0
2093,2000,53.0,2,7.0,3.0,9290.0
2094,2000,89.0,1,4.0,0.0,270.0
2095,2000,74.0,2,4.0,1.0,8190.0
2096,2000,43.0,2,4.0,0.0,8180.0
2097,2000,84.0,2,6.0,1.0,1680.0
2098,2000,31.0,1,5.0,5.0,770.0
2099,2000,33.0,2,4.0,5.0,8190.0
2100,2000,47.0,2,4.0,0.0,7860.0
2104,2000,50.0,2,3.0,3.0,7860.0
2106,2000,59.0,2,4.0,1.0,1680.0
2107,2000,50.0,1,4.0,0.0,1870.0
2108,2000,54.0,2,6.0,6.0,6870.0
2109,2000,37.0,1,6.0,1.0,6180.0
2112,2000,54.0,1,7.0,0.0,1870.0
2113,2000,49.0,2,2.0,1.0,6770.0
2114,2000,39.0,2,2.0,1.0,7270.0
2115,2000,20.0,1,4.0,2.0,3870.0
2116,2000,41.0,1,4.0,2.0,770.0
2117,2000,22.0,2,4.0,3.0,5380.0
2118,2000,34.0,1,5.0,6.0,1190.0
2119,2000,47.0,2,4.0,0.0,8470.0
2120,2000,44.0,2,2.0,0.0,7970.0
2121,2000,27.0,1,4.0,1.0,7290.0
2122,2000,46.0,1,4.0,3.0,5090.0
2123,2000,27.0,2,6.0,6.0,8670.0
2124,2000,49.0,1,5.0,4.0,6080.0
2125,2000,44.0,2,3.0,1.0,9380.0
2127,2000,19.0,1,6.0,5.0,7080.0
2128,2000,42.0,2,4.0,1.0,8190.0
2129,2000,74.0,1,6.0,1.0,8680.0
2130,2000,41.0,1,5.0,6.0,8190.0
2131,2000,42.0,2,4.0,0.0,8190.0
2135,2000,27.0,2,4.0,2.0,7460.0
2136,2000,32.0,1,4.0,2.0,3570.0
2137,2000,40.0,1,6.0,5.0,8570.0
2138,2000,68.0,1,2.0,0.0,8290.0
2139,2000,64.0,1,6.0,6.0,3080.0
2140,2000,36.0,2,3.0,6.0,8680.0
2141,2000,20.0,2,3.0,5.0,7870.0
2142,2000,45.0,2,2.0,0.0,8090.0
2143,2000,43.0,1,6.0,6.0,8680.0
2144,2000,77.0,1,2.0,0.0,6870.0
2145,2000,65.0,1,6.0,6.0,2870.0
2146,2000,56.0,2,6.0,5.0,770.0
2147,2000,79.0,2,4.0,2.0,7190.0
2148,2000,87.0,2,4.0,5.0,7860.0
2149,2000,76.0,2,2.0,0.0,4690.0
2150,2000,54.0,2,5.0,0.0,8170.0
2151,2000,29.0,2,4.0,0.0,7860.0
2152,2000,48.0,1,4.0,2.0,3190.0
2153,2000,24.0,1,6.0,6.0,770.0
2154,2000,25.0,2,4.0,5.0,7270.0
2155,2000,21.0,1,4.0,3.0,480.0
2156,2000,45.0,1,6.0,4.0,5090.0
2158,2000,23.0,1,4.0,3.0,7590.0
2160,2000,25.0,1,4.0,4.0,3390.0
2163,2000,51.0,2,2.0,2.0,3990.0
2164,2000,44.0,2,4.0,3.0,8590.0
2165,2000,43.0,1,6.0,6.0,6890.0
2167,2000,22.0,2,6.0,6.0,4890.0
2168,2000,38.0,1,6.0,6.0,7070.0
2169,2000,33.0,1,4.0,2.0,7070.0
2170,2000,27.0,1,4.0,4.0,3170.0
2171,2000,61.0,1,5.0,4.0,6370.0
2172,2000,44.0,2,4.0,4.0,8590.0
2174,2000,55.0,2,3.0,1.0,7490.0
2175,2000,73.0,1,4.0,3.0,1480.0
2176,2000,43.0,2,4.0,1.0,9180.0
2177,2000,24.0,2,4.0,3.0,6880.0
2178,2000,49.0,2,4.0,3.0,6470.0
2179,2000,31.0,2,7.0,6.0,8680.0
2180,2000,35.0,1,7.0,6.0,7880.0
2181,2000,25.0,1,4.0,3.0,4970.0
2182,2000,46.0,1,6.0,6.0,9370.0
2183,2000,67.0,1,5.0,3.0,7870.0
2184,2000,73.0,2,5.0,5.0,8190.0
2185,2000,82.0,1,4.0,1.0,9470.0
2186,2000,64.0,2,6.0,4.0,8190.0
2187,2000,35.0,2,2.0,0.0,8590.0
2188,2000,24.0,1,3.0,3.0,4680.0
2189,2000,55.0,2,4.0,0.0,7860.0
2190,2000,69.0,1,4.0,3.0,3970.0
2191,2000,60.0,2,4.0,1.0,4490.0
2192,2000,30.0,2,4.0,2.0,5070.0
2193,2000,43.0,2,4.0,1.0,8090.0
2194,2000,81.0,1,4.0,0.0,7070.0
2195,2000,81.0,2,4.0,1.0,7290.0
2196,2000,76.0,1,4.0,3.0,770.0
2197,2000,59.0,2,4.0,1.0,7860.0
2198,2000,68.0,2,2.0,3.0,3390.0
2199,2000,52.0,2,4.0,1.0,7070.0
2200,2000,30.0,2,2.0,6.0,8190.0
2201,2000,52.0,2,3.0,0.0,8370.0
2202,2000,20.0,2,4.0,3.0,8470.0
2203,2000,31.0,1,4.0,2.0,2870.0
2204,2000,34.0,1,5.0,5.0,4790.0
2205,2000,25.0,1,6.0,3.0,770.0
2206,2000,50.0,2,7.0,4.0,6070.0
2207,2000,32.0,1,4.0,3.0,770.0
2208,2000,45.0,2,4.0,1.0,8270.0
2209,2000,27.0,2,6.0,5.0,6990.0
2210,2000,59.0,1,6.0,4.0,9160.0
2211,2000,49.0,1,3.0,5.0,7860.0
2212,2000,40.0,1,5.0,1.0,2770.0
2213,2000,19.0,1,6.0,5.0,1990.0
2214,2000,75.0,2,4.0,1.0,1680.0
2215,2000,79.0,2,4.0,1.0,1480.0
2216,2000,50.0,2,4.0,5.0,8090.0
2217,2000,62.0,1,5.0,4.0,3570.0
2218,2000,65.0,2,4.0,3.0,1170.0
2219,2000,72.0,1,5.0,1.0,570.0
2220,2000,24.0,1,4.0,3.0,4790.0
2221,2000,50.0,2,2.0,3.0,7870.0
2222,2000,25.0,1,4.0,1.0,770.0
2223,2000,39.0,1,5.0,5.0,770.0
2225,2000,42.0,2,4.0,2.0,4880.0
2226,2000,63.0,1,4.0,0.0,7870.0
2228,2000,36.0,1,4.0,1.0,770.0
2229,2000,48.0,1,3.0,3.0,8670.0
2230,2000,35.0,2,3.0,3.0,7970.0
2231,2000,75.0,2,4.0,4.0,4970.0
2232,2000,43.0,1,4.0,1.0,3080.0
2233,2000,62.0,1,1.0,2.0,7870.0
2234,2000,50.0,2,3.0,1.0,3570.0
2235,2000,35.0,1,4.0,3.0,290.0
2236,2000,54.0,2,7.0,6.0,170.0
2237,2000,45.0,1,4.0,5.0,170.0
2238,2000,48.0,1,4.0,5.0,1290.0
2239,2000,40.0,1,4.0,5.0,6290.0
2241,2000,46.0,2,4.0,2.0,7280.0
2242,2000,72.0,2,4.0,5.0,1770.0
2243,2000,29.0,1,4.0,2.0,6170.0
2244,2000,84.0,2,4.0,6.0,8090.0
2245,2000,26.0,1,5.0,4.0,9870.0
2247,2000,54.0,1,4.0,6.0,180.0
2248,2000,82.0,2,6.0,6.0,7860.0
2249,2000,32.0,2,4.0,0.0,4880.0
2250,2000,44.0,2,5.0,4.0,8270.0
2251,2000,80.0,2,4.0,1.0,5390.0
2252,2000,32.0,1,4.0,2.0,8770.0
2253,2000,61.0,1,2.0,0.0,3570.0
2254,2000,62.0,2,4.0,2.0,3370.0
2256,2000,79.0,2,2.0,4.0,8980.0
2258,2000,79.0,1,7.0,5.0,6170.0
2259,2000,72.0,1,2.0,2.0,9690.0
2260,2000,75.0,2,5.0,1.0,1680.0
2261,2000,41.0,2,6.0,3.0,9290.0
2262,2000,86.0,2,4.0,6.0,3580.0
2264,2000,46.0,1,4.0,3.0,6390.0
2265,2000,84.0,1,4.0,0.0,6570.0
2266,2000,40.0,1,7.0,6.0,7860.0
2267,2000,40.0,2,4.0,5.0,3490.0
2268,2000,72.0,2,4.0,2.0,4970.0
2269,2000,43.0,2,4.0,0.0,8980.0
2270,2000,25.0,1,6.0,6.0,7870.0
2271,2000,24.0,2,4.0,2.0,8680.0
2272,2000,21.0,2,3.0,1.0,7480.0
2273,2000,47.0,2,5.0,4.0,7870.0
2274,2000,38.0,2,4.0,3.0,7860.0
2276,2000,39.0,1,3.0,3.0,7870.0
2277,2000,21.0,1,2.0,2.0,8590.0
2278,2000,21.0,2,1.0,3.0,8680.0
2280,2000,62.0,2,5.0,1.0,6990.0
2281,2000,27.0,2,5.0,2.0,8680.0
2282,2000,44.0,2,4.0,0.0,7860.0
2283,2000,20.0,2,2.0,3.0,5470.0
2284,2000,46.0,1,4.0,5.0,2390.0
2285,2000,30.0,1,4.0,5.0,8690.0
2286,2000,56.0,2,6.0,6.0,5370.0
2287,2000,23.0,1,5.0,5.0,7480.0
2288,2000,37.0,2,3.0,3.0,8680.0
2289,2000,28.0,1,2.0,3.0,8690.0
2290,2000,51.0,1,4.0,3.0,5380.0
2291,2000,23.0,1,6.0,6.0,5080.0
2292,2000,26.0,2,2.0,1.0,7860.0
2293,2000,23.0,1,4.0,6.0,570.0
2294,2000,26.0,1,5.0,5.0,7870.0
2295,2000,44.0,1,6.0,6.0,770.0
2296,2000,62.0,2,4.0,5.0,1680.0
2297,2000,37.0,1,5.0,5.0,1180.0
2298,2000,42.0,1,6.0,5.0,180.0
2299,2000,63.0,1,4.0,5.0,1680.0
2301,2000,52.0,1,6.0,5.0,180.0
2302,2000,32.0,2,5.0,5.0,1680.0
2303,2000,69.0,2,5.0,4.0,1590.0
2304,2000,31.0,2,4.0,3.0,770.0
2305,2000,20.0,2,6.0,6.0,9290.0
2306,2000,79.0,1,6.0,6.0,180.0
2307,2000,46.0,2,3.0,6.0,5090.0
2308,2000,31.0,2,4.0,5.0,3190.0
2309,2000,41.0,2,2.0,3.0,1180.0
2310,2000,42.0,1,1.0,3.0,770.0
2311,2000,47.0,2,2.0,1.0,4970.0
2312,2000,44.0,1,3.0,2.0,470.0
2313,2000,20.0,2,4.0,3.0,8270.0
2314,2000,50.0,1,5.0,5.0,1680.0
2315,2000,49.0,2,4.0,5.0,1680.0
2316,2000,58.0,2,5.0,5.0,1680.0
2317,2000,29.0,1,3.0,5.0,3190.0
2319,2000,45.0,2,2.0,2.0,6370.0
2320,2000,54.0,2,5.0,4.0,5570.0
2321,2000,25.0,1,4.0,5.0,670.0
2322,2000,68.0,2,4.0,5.0,5470.0
2323,2000,39.0,2,5.0,5.0,8270.0
2324,2000,46.0,2,6.0,6.0,7860.0
2325,2000,60.0,2,5.0,5.0,6370.0
2326,2000,73.0,2,4.0,1.0,7070.0
2327,2000,27.0,2,6.0,2.0,8560.0
2328,2000,20.0,2,7.0,3.0,4970.0
2329,2000,21.0,1,5.0,3.0,8680.0
2330,2000,22.0,2,4.0,3.0,8680.0
2331,2000,49.0,2,5.0,6.0,4980.0
2332,2000,52.0,1,3.0,0.0,170.0
2333,2000,43.0,2,2.0,3.0,8270.0
2335,2000,79.0,2,4.0,3.0,9290.0
2336,2000,43.0,2,3.0,3.0,5790.0
2337,2000,35.0,2,4.0,6.0,4970.0
2339,2000,55.0,1,3.0,0.0,490.0
2340,2000,42.0,1,5.0,1.0,3070.0
2341,2000,58.0,1,5.0,3.0,170.0
2342,2000,29.0,2,2.0,0.0,8090.0
2344,2000,66.0,2,6.0,4.0,7860.0
2345,2000,28.0,1,4.0,3.0,770.0
2346,2000,49.0,1,4.0,5.0,3570.0
2347,2000,53.0,2,4.0,5.0,770.0
2348,2000,42.0,1,3.0,5.0,8190.0
2349,2000,35.0,1,4.0,3.0,1180.0
2350,2000,43.0,1,4.0,3.0,1870.0
2351,2000,61.0,2,2.0,0.0,3590.0
2352,2000,41.0,1,6.0,6.0,3890.0
2353,2000,45.0,1,7.0,3.0,770.0
2355,2000,69.0,1,4.0,2.0,1880.0
2356,2000,38.0,1,4.0,0.0,770.0
2357,2000,59.0,2,5.0,5.0,5580.0
2359,2000,34.0,2,5.0,4.0,7690.0
2360,2000,20.0,1,4.0,4.0,3990.0
2361,2000,77.0,2,5.0,1.0,8270.0
2362,2000,27.0,1,4.0,3.0,6170.0
2363,2000,34.0,2,5.0,5.0,3360.0
2364,2000,58.0,2,4.0,2.0,5380.0
2365,2000,32.0,2,1.0,4.0,8680.0
2366,2000,34.0,1,4.0,5.0,1870.0
2368,2000,81.0,2,2.0,0.0,170.0
2369,2000,37.0,1,5.0,6.0,6870.0
2370,2000,34.0,2,6.0,4.0,7860.0
2371,2000,68.0,1,7.0,6.0,170.0
2372,2000,40.0,2,4.0,0.0,6070.0
2373,2000,65.0,2,4.0,4.0,2890.0
2375,2000,32.0,2,5.0,4.0,3570.0
2376,2000,78.0,1,4.0,2.0,2870.0
2377,2000,41.0,1,6.0,5.0,4670.0
2379,2000,35.0,1,6.0,6.0,3360.0
2380,2000,39.0,2,4.0,5.0,8190.0
2381,2000,47.0,1,2.0,5.0,4870.0
2382,2000,55.0,1,5.0,4.0,6680.0
2383,2000,40.0,1,4.0,5.0,7860.0
2384,2000,61.0,2,6.0,2.0,6880.0
2385,2000,84.0,2,3.0,2.0,7860.0
2386,2000,52.0,2,4.0,1.0,8270.0
2387,2000,43.0,1,4.0,5.0,2590.0
2388,2000,29.0,2,5.0,3.0,9160.0
2389,2000,50.0,2,6.0,5.0,6180.0
2390,2000,57.0,2,2.0,0.0,6970.0
2391,2000,52.0,2,2.0,1.0,3990.0
2392,2000,62.0,1,2.0,2.0,8660.0
2394,2000,42.0,1,5.0,5.0,7070.0
2395,2000,57.0,1,5.0,5.0,8660.0
2396,2000,28.0,1,6.0,5.0,2870.0
2397,2000,74.0,2,4.0,3.0,8190.0
2398,2000,56.0,2,7.0,4.0,1680.0
2399,2000,25.0,2,4.0,0.0,8680.0
2400,2000,31.0,2,2.0,0.0,8680.0
2401,2000,24.0,2,4.0,2.0,3370.0
2402,2000,25.0,2,4.0,1.0,5090.0
2403,2000,22.0,2,4.0,1.0,8680.0
2404,2000,35.0,1,4.0,1.0,8770.0
2406,2000,27.0,1,4.0,4.0,270.0
2407,2000,49.0,2,4.0,2.0,5080.0
2410,2000,40.0,2,5.0,5.0,7860.0
2411,2000,23.0,2,4.0,2.0,8670.0
2412,2000,57.0,1,6.0,6.0,6370.0
2413,2000,48.0,2,7.0,5.0,770.0
2414,2000,43.0,2,4.0,1.0,2170.0
2415,2000,61.0,1,4.0,3.0,770.0
2416,2000,45.0,1,4.0,4.0,180.0
2417,2000,37.0,2,4.0,3.0,1280.0
2418,2000,41.0,2,4.0,1.0,4970.0
2419,2000,49.0,2,4.0,3.0,770.0
2420,2000,68.0,1,2.0,0.0,770.0
2421,2000,74.0,1,4.0,2.0,770.0
2422,2000,33.0,2,4.0,1.0,770.0
2423,2000,83.0,1,4.0,5.0,3070.0
2424,2000,82.0,2,4.0,0.0,5490.0
2425,2000,30.0,1,4.0,2.0,770.0
2426,2000,61.0,2,4.0,1.0,770.0
2427,2000,56.0,1,4.0,6.0,7070.0
2428,2000,65.0,1,4.0,4.0,180.0
2429,2000,65.0,1,3.0,0.0,7860.0
2430,2000,44.0,1,6.0,5.0,9480.0
2431,2000,64.0,2,6.0,6.0,9570.0
2432,2000,33.0,1,5.0,5.0,7860.0
2433,2000,63.0,2,2.0,6.0,4970.0
2434,2000,74.0,2,4.0,1.0,3390.0
2436,2000,42.0,2,4.0,3.0,1790.0
2437,2000,69.0,2,4.0,1.0,1080.0
2438,2000,52.0,1,4.0,4.0,490.0
2439,2000,55.0,2,2.0,4.0,7860.0
2440,2000,53.0,1,6.0,6.0,490.0
2441,2000,71.0,2,4.0,1.0,7860.0
2442,2000,62.0,1,4.0,3.0,4570.0
2443,2000,46.0,2,4.0,4.0,8980.0
2444,2000,46.0,2,5.0,1.0,7860.0
2446,2000,20.0,1,1.0,3.0,6670.0
2448,2000,67.0,2,6.0,6.0,6680.0
2449,2000,40.0,2,4.0,5.0,7860.0
2451,2000,34.0,2,3.0,6.0,6870.0
2452,2000,86.0,2,6.0,5.0,7860.0
2453,2000,28.0,2,4.0,3.0,7860.0
2454,2000,51.0,1,5.0,5.0,4670.0
2455,2000,43.0,2,4.0,4.0,7860.0
2456,2000,27.0,1,1.0,1.0,7860.0
2457,2000,39.0,2,5.0,3.0,7270.0
2458,2000,62.0,2,4.0,3.0,6370.0
2459,2000,46.0,1,6.0,3.0,170.0
2460,2000,40.0,2,4.0,1.0,4070.0
2461,2000,61.0,1,4.0,1.0,4770.0
2462,2000,41.0,1,4.0,0.0,6080.0
2464,2000,59.0,1,4.0,1.0,770.0
2465,2000,68.0,2,1.0,6.0,5490.0
2466,2000,36.0,2,4.0,3.0,1480.0
2467,2000,50.0,1,5.0,4.0,9470.0
2468,2000,50.0,2,5.0,5.0,9370.0
2469,2000,43.0,2,4.0,3.0,8180.0
2470,2000,41.0,2,4.0,4.0,4970.0
2471,2000,60.0,1,4.0,2.0,8190.0
2472,2000,24.0,2,4.0,3.0,5690.0
2473,2000,46.0,1,5.0,6.0,670.0
2474,2000,38.0,1,5.0,5.0,9470.0
2476,2000,23.0,2,2.0,5.0,8980.0
2477,2000,32.0,1,5.0,7.0,770.0
2479,2000,89.0,1,5.0,6.0,2680.0
2480,2000,60.0,2,4.0,3.0,1770.0
2482,2000,65.0,1,4.0,5.0,8270.0
2484,2000,54.0,2,4.0,1.0,9590.0
2485,2000,25.0,1,4.0,4.0,8590.0
2486,2000,67.0,2,4.0,0.0,2680.0
2487,2000,54.0,2,5.0,5.0,8190.0
2488,2000,49.0,1,6.0,6.0,7970.0
2489,2000,30.0,2,4.0,3.0,7290.0
2490,2000,84.0,2,4.0,1.0,7860.0
2491,2000,51.0,1,4.0,3.0,4380.0
2493,2000,80.0,2,6.0,0.0,8190.0
2494,2000,23.0,1,2.0,6.0,7680.0
2495,2000,29.0,1,5.0,5.0,770.0
2496,2000,23.0,2,4.0,3.0,8680.0
2497,2000,69.0,1,6.0,5.0,7290.0
2498,2000,52.0,1,3.0,1.0,770.0
2499,2000,24.0,2,4.0,4.0,6870.0
2500,2000,38.0,1,6.0,3.0,5170.0
2501,2000,54.0,2,5.0,0.0,6680.0
2503,2000,33.0,2,4.0,0.0,8270.0
2504,2000,31.0,2,4.0,3.0,7860.0
2505,2000,31.0,1,6.0,2.0,2190.0
2506,2000,75.0,2,6.0,1.0,5380.0
2507,2000,57.0,1,4.0,2.0,2170.0
2508,2000,42.0,1,4.0,0.0,9370.0
2509,2000,64.0,1,2.0,0.0,8370.0
2510,2000,38.0,2,4.0,1.0,8190.0
2511,2000,44.0,1,4.0,4.0,770.0
2512,2000,55.0,2,3.0,6.0,8290.0
2513,2000,54.0,1,6.0,1.0,3570.0
2515,2000,19.0,1,4.0,2.0,770.0
2516,2000,38.0,1,7.0,6.0,1480.0
2517,2000,61.0,1,5.0,6.0,770.0
2518,2000,59.0,2,4.0,2.0,8980.0
2519,2000,49.0,1,4.0,4.0,4880.0
2522,2000,57.0,1,6.0,0.0,7690.0
2523,2000,26.0,2,4.0,1.0,6680.0
2524,2000,59.0,2,3.0,0.0,1680.0
2525,2000,35.0,2,4.0,1.0,4780.0
2526,2000,41.0,2,4.0,1.0,7380.0
2527,2000,58.0,1,2.0,3.0,6970.0
2528,2000,65.0,2,4.0,5.0,6670.0
2529,2000,33.0,1,3.0,6.0,9470.0
2530,2000,68.0,1,6.0,6.0,9160.0
2531,2000,44.0,2,5.0,1.0,8680.0
2533,2000,57.0,2,3.0,5.0,8680.0
2534,2000,76.0,1,3.0,0.0,770.0
2535,2000,77.0,1,4.0,5.0,1480.0
2536,2000,31.0,1,4.0,0.0,3190.0
2538,2000,48.0,1,4.0,3.0,770.0
2539,2000,32.0,2,6.0,5.0,1990.0
2540,2000,68.0,1,4.0,6.0,180.0
2541,2000,45.0,1,7.0,5.0,7490.0
2542,2000,52.0,2,3.0,0.0,1080.0
2543,2000,49.0,1,5.0,5.0,3570.0
2544,2000,27.0,2,2.0,5.0,7390.0
2545,2000,46.0,1,2.0,3.0,3890.0
2546,2000,43.0,2,4.0,3.0,1480.0
2547,2000,21.0,1,4.0,3.0,4570.0
2548,2000,38.0,1,5.0,0.0,6170.0
2549,2000,51.0,1,4.0,3.0,3570.0
2551,2000,73.0,1,5.0,5.0,3990.0
2552,2000,49.0,2,4.0,5.0,8270.0
2553,2000,89.0,2,6.0,6.0,9070.0
2554,2000,78.0,2,4.0,4.0,8190.0
2555,2000,45.0,1,4.0,2.0,4890.0
2556,2000,36.0,2,4.0,0.0,8190.0
2557,2000,40.0,2,4.0,2.0,5090.0
2558,2000,69.0,2,4.0,3.0,9070.0
2559,2000,28.0,1,6.0,5.0,6880.0
2560,2000,19.0,1,4.0,4.0,4770.0
2561,2000,28.0,1,2.0,3.0,4870.0
2562,2000,33.0,2,4.0,3.0,8470.0
2564,2000,35.0,1,4.0,6.0,8680.0
2565,2000,27.0,1,3.0,3.0,9680.0
2566,2000,21.0,1,5.0,6.0,9470.0
2567,2000,49.0,2,4.0,2.0,8290.0
2568,2000,46.0,2,4.0,5.0,8990.0
2569,2000,56.0,1,4.0,5.0,9590.0
2570,2000,63.0,2,6.0,3.0,1370.0
2571,2000,43.0,1,6.0,6.0,9590.0
2572,2000,21.0,1,3.0,4.0,9680.0
2573,2000,23.0,2,5.0,5.0,9590.0
2574,2000,48.0,1,6.0,5.0,9680.0
2575,2000,22.0,1,5.0,1.0,8190.0
2576,2000,26.0,2,4.0,2.0,9590.0
2577,2000,22.0,1,4.0,4.0,9590.0
2578,2000,28.0,2,4.0,5.0,9390.0
2579,2000,67.0,1,2.0,1.0,3470.0
2580,2000,83.0,1,4.0,6.0,170.0
2581,2000,64.0,2,7.0,6.0,8680.0
2582,2000,24.0,2,4.0,5.0,5090.0
2583,2000,57.0,1,4.0,4.0,6680.0
2584,2000,32.0,2,4.0,3.0,8690.0
2585,2000,33.0,1,7.0,3.0,3170.0
2586,2000,32.0,2,4.0,1.0,8680.0
2587,2000,33.0,2,4.0,6.0,3470.0
2588,2000,76.0,1,1.0,2.0,3470.0
2589,2000,68.0,1,7.0,2.0,6170.0
2590,2000,35.0,2,2.0,3.0,8980.0
2591,2000,48.0,2,6.0,4.0,3570.0
2593,2000,19.0,1,4.0,3.0,770.0
2594,2000,45.0,2,1.0,3.0,5470.0
2595,2000,29.0,1,7.0,5.0,3570.0
2596,2000,36.0,1,5.0,2.0,2370.0
2597,2000,61.0,2,4.0,5.0,3980.0
2598,2000,41.0,2,5.0,5.0,3570.0
2599,2000,30.0,1,4.0,3.0,770.0
2600,2000,70.0,2,4.0,2.0,7270.0
2601,2000,62.0,2,4.0,5.0,1880.0
2602,2000,53.0,2,5.0,5.0,7860.0
2603,2000,36.0,1,5.0,5.0,3470.0
2604,2000,76.0,1,6.0,0.0,6170.0
2605,2000,45.0,2,5.0,6.0,8190.0
2606,2000,63.0,2,6.0,6.0,6870.0
2607,2000,83.0,2,6.0,4.0,5390.0
2608,2000,45.0,1,5.0,4.0,9490.0
2609,2000,59.0,2,4.0,6.0,8680.0
2610,2000,39.0,1,4.0,1.0,4770.0
2611,2000,42.0,1,4.0,3.0,6080.0
2612,2000,66.0,1,6.0,5.0,5090.0
2613,2000,81.0,2,1.0,0.0,570.0
2614,2000,71.0,1,5.0,5.0,770.0
2615,2000,40.0,2,4.0,1.0,8680.0
2616,2000,29.0,2,2.0,7.0,4890.0
2617,2000,60.0,2,5.0,4.0,2680.0
2618,2000,40.0,1,4.0,3.0,6080.0
2619,2000,84.0,2,5.0,5.0,7860.0
2620,2000,53.0,2,3.0,5.0,7860.0
2621,2000,68.0,2,6.0,6.0,6680.0
2622,2000,21.0,2,4.0,4.0,5380.0
2623,2000,20.0,2,2.0,4.0,8190.0
2624,2000,57.0,1,4.0,0.0,6080.0
2625,2000,85.0,1,4.0,6.0,5170.0
2626,2000,64.0,2,6.0,4.0,770.0
2627,2000,73.0,1,6.0,5.0,7860.0
2628,2000,30.0,2,4.0,3.0,6470.0
2629,2000,43.0,2,5.0,5.0,770.0
2630,2000,38.0,1,4.0,5.0,9070.0
2631,2000,54.0,1,7.0,5.0,7280.0
2632,2000,46.0,2,4.0,4.0,8660.0
2634,2000,74.0,2,4.0,2.0,9290.0
2636,2000,26.0,1,6.0,5.0,170.0
2637,2000,21.0,2,2.0,3.0,4980.0
2638,2000,52.0,1,6.0,4.0,1190.0
2639,2000,31.0,1,4.0,5.0,770.0
2640,2000,33.0,1,6.0,3.0,7770.0
2641,2000,42.0,2,6.0,5.0,6680.0
2642,2000,35.0,2,4.0,1.0,9480.0
2643,2000,83.0,2,4.0,5.0,4780.0
2644,2000,48.0,1,6.0,4.0,7390.0
2645,2000,37.0,2,3.0,1.0,9590.0
2646,2000,64.0,2,2.0,1.0,8290.0
2647,2000,40.0,2,4.0,1.0,8190.0
2649,2000,67.0,1,4.0,1.0,9590.0
2650,2000,31.0,1,7.0,6.0,4890.0
2651,2000,32.0,2,4.0,1.0,8270.0
2652,2000,37.0,2,5.0,2.0,9480.0
2654,2000,19.0,1,4.0,3.0,770.0
2655,2000,42.0,1,5.0,3.0,7870.0
2657,2000,56.0,2,3.0,3.0,1480.0
2658,2000,41.0,2,4.0,0.0,8370.0
2659,2000,30.0,1,2.0,6.0,7290.0
2660,2000,40.0,2,6.0,6.0,170.0
2661,2000,48.0,2,4.0,1.0,1990.0
2662,2000,60.0,2,4.0,1.0,1680.0
2663,2000,61.0,2,4.0,3.0,1680.0
2664,2000,33.0,1,4.0,3.0,470.0
2665,2000,61.0,1,4.0,1.0,3190.0
2666,2000,50.0,2,7.0,6.0,9370.0
2667,2000,79.0,1,4.0,5.0,9590.0
2668,2000,27.0,1,5.0,5.0,8680.0
2669,2000,22.0,2,5.0,1.0,8680.0
2671,2000,32.0,2,3.0,4.0,8590.0
2672,2000,48.0,2,2.0,0.0,7670.0
2674,2000,31.0,2,4.0,2.0,770.0
2675,2000,69.0,1,4.0,0.0,180.0
2676,2000,51.0,2,5.0,2.0,8660.0
2677,2000,50.0,2,4.0,3.0,8660.0
2678,2000,34.0,1,2.0,4.0,8680.0
2679,2000,38.0,1,6.0,4.0,1890.0
2680,2000,57.0,1,6.0,5.0,3780.0
2681,2000,45.0,2,4.0,5.0,8270.0
2682,2000,42.0,1,3.0,1.0,6390.0
2683,2000,36.0,1,7.0,5.0,6390.0
2684,2000,82.0,2,4.0,4.0,5380.0
2686,2000,82.0,2,4.0,3.0,5170.0
2688,2000,68.0,2,4.0,2.0,8190.0
2689,2000,77.0,2,4.0,0.0,4970.0
2690,2000,70.0,2,3.0,1.0,4970.0
2691,2000,66.0,1,4.0,0.0,8190.0
2692,2000,55.0,1,2.0,4.0,2290.0
2693,2000,45.0,1,1.0,2.0,770.0
2694,2000,42.0,2,4.0,5.0,7980.0
2695,2000,89.0,2,7.0,6.0,5380.0
2696,2000,83.0,2,2.0,3.0,1470.0
2698,2000,19.0,2,4.0,3.0,8680.0
2699,2000,28.0,2,6.0,3.0,1370.0
2700,2000,30.0,1,5.0,6.0,2480.0
2701,2000,37.0,2,4.0,6.0,8290.0
2702,2000,21.0,1,3.0,4.0,770.0
2704,2000,24.0,1,4.0,5.0,3190.0
2705,2000,45.0,2,5.0,4.0,770.0
2706,2000,41.0,1,4.0,2.0,1890.0
2708,2000,60.0,2,2.0,1.0,4470.0
2709,2000,47.0,2,2.0,0.0,6470.0
2710,2000,47.0,2,4.0,3.0,8680.0
2711,2000,36.0,2,4.0,1.0,1280.0
2712,2000,23.0,2,4.0,1.0,8680.0
2713,2000,55.0,2,6.0,5.0,2670.0
2714,2000,43.0,2,4.0,5.0,770.0
2715,2000,28.0,2,4.0,5.0,8470.0
2716,2000,79.0,2,4.0,0.0,5170.0
