Season,Game,Team,Pd1,Pd2,Pd3,OT,SO Win,Total
2011,20080,CHI,1,0,0,0,1,2
2011,20080,VAN,0,0,1,0,0,1
2011,20081,CAR,2,1,0,0,0,3
2011,20081,LAK,2,1,1,0,0,4
2011,20082,BOS,1,2,1,0,0,4
2011,20082,WSH,0,0,1,0,0,1
2011,20083,NYR,2,0,0,0,0,2
2011,20083,TOR,0,0,1,0,0,1
2011,20084,ANA,2,0,1,0,0,3
2011,20084,PHI,1,1,0,0,0,2
2011,20085,CGY,2,0,0,0,0,2
2011,20085,DET,1,1,2,0,0,4
2011,20086,MTL,0,0,0,0,0,0
2011,20086,NJD,1,1,1,0,0,3
2011,20087,NYI,1,1,0,1,0,3
2011,20087,TBL,1,1,0,0,0,2
2011,20088,DAL,2,2,0,0,0,4
2011,20088,FLA,0,0,1,0,0,1
2011,20089,NSH,1,1,1,0,0,3
2011,20089,PIT,0,2,1,1,0,4
2011,20090,COL,1,0,1,0,0,2
2011,20090,SJS,1,2,1,0,0,4
2011,20091,EDM,1,0,1,0,0,2
2011,20091,MIN,3,0,1,0,0,4
2011,20092,LAK,0,1,1,0,0,2
2011,20092,PHX,2,1,1,0,0,4
2011,20093,CGY,3,1,2,0,0,6
2011,20093,CBJ,1,0,1,0,0,2
2011,20094,BUF,1,1,0,0,0,2
2011,20094,OTT,1,2,1,0,0,4
2011,20095,ATL,0,1,1,0,0,2
2011,20095,TBL,3,1,1,0,0,5
2011,20096,CHI,1,1,0,0,0,2
2011,20096,STL,1,1,2,0,0,4
2011,20097,MIN,0,0,1,0,0,1
2011,20097,VAN,1,1,3,0,0,5
2011,20098,BOS,1,1,0,0,0,2
2011,20098,NYR,2,1,0,0,0,3
2011,20099,MTL,1,2,0,0,0,3
2011,20099,OTT,0,0,0,0,0,0
2011,20100,BUF,2,3,1,0,0,6
2011,20100,NJD,0,0,1,0,0,1
2011,20101,PHI,2,1,2,0,0,5
2011,20101,TOR,0,2,0,0,0,2
2011,20102,ATL,1,1,1,0,0,3
2011,20102,WSH,0,1,2,1,0,4
2011,20103,FLA,2,1,1,0,0,4
2011,20103,NYI,1,2,0,0,0,3
2011,20104,ANA,1,2,1,0,0,4
2011,20104,DET,1,2,2,0,0,5
2011,20105,PIT,0,0,0,0,0,0
2011,20105,STL,0,0,0,1,0,1
2011,20106,DAL,0,0,0,0,0,0
2011,20106,NSH,1,0,0,0,0,1
2011,20107,CHI,2,0,0,0,0,2
2011,20107,CBJ,0,1,2,0,0,3
2011,20108,COL,2,1,1,0,0,4
2011,20108,LAK,2,2,2,0,0,6
2011,20109,CAR,0,2,1,1,0,4
2011,20109,PHX,0,0,3,0,0,3
2011,20110,EDM,1,0,0,0,0,1
2011,20110,SJS,1,2,3,0,0,6
2011,20111,NSH,2,1,1,0,0,4
2011,20111,TBL,1,0,2,0,0,3
2011,20112,NJD,0,0,1,0,0,1
2011,20112,NYR,0,2,1,0,0,3
2011,20113,CGY,4,0,0,0,0,4
2011,20113,SJS,0,0,0,0,0,0
2011,20114,CBJ,1,1,0,0,0,2
2011,20114,PHI,0,0,1,0,0,1
2011,20115,MTL,0,2,0,1,0,3
2011,20115,PHX,0,1,1,0,0,2
2011,20116,LAK,1,1,0,0,1,3
2011,20116,MIN,2,0,0,0,0,2
2011,20117,FLA,0,1,0,0,0,1
2011,20117,TOR,1,0,2,0,0,3
2011,20118,BUF,1,0,2,0,0,3
2011,20118,PHI,1,3,2,0,0,6
2011,20119,OTT,3,0,2,0,0,5
2011,20119,PHX,0,1,1,0,0,2
2011,20120,CGY,2,2,0,0,1,5
2011,20120,EDM,1,1,2,0,0,4
2011,20121,ANA,0,3,2,0,0,5
2011,20121,DAL,1,0,1,0,0,2
2011,20122,COL,1,1,1,0,0,3
2011,20122,VAN,1,1,1,1,0,4
2011,20123,ATL,1,2,3,0,0,6
2011,20123,NYR,1,1,2,0,0,4
2011,20124,CAR,0,0,0,0,0,0
2011,20124,WSH,0,0,0,0,0,0
2011,20125,MTL,2,1,2,0,0,5
2011,20125,NYI,1,0,2,0,0,3
2011,20126,PIT,3,0,0,0,0,3
2011,20126,TBL,2,1,2,0,0,5
2011,20127,CHI,1,1,1,0,0,3
2011,20127,LAK,1,0,0,0,0,1
2011,20128,NJD,0,1,1,0,0,2
2011,20128,SJS,3,1,1,0,0,5
2011,20129,BOS,1,1,0,0,0,2
2011,20129,TOR,0,0,0,0,0,0
2011,20130,DET,0,1,1,0,0,2
2011,20130,PHX,3,0,1,0,0,4
2011,20131,CBJ,2,0,0,0,1,3
2011,20131,EDM,1,0,1,0,0,2
2011,20132,FLA,1,0,2,0,0,3
2011,20132,OTT,0,3,2,0,0,5
2011,20133,NSH,0,0,0,0,0,0
2011,20133,STL,0,1,2,0,0,3
2011,20134,MIN,1,1,0,0,0,2
2011,20134,WSH,0,0,1,0,0,1
2011,20135,DAL,1,0,1,0,0,2
2011,20135,LAK,1,2,2,0,0,5
2011,20136,CGY,2,2,1,0,0,5
2011,20136,COL,1,2,3,0,0,6
2011,20137,MTL,1,0,2,0,0,3
2011,20137,NYI,0,1,0,0,0,1
2011,20138,CAR,1,2,1,0,0,4
2011,20138,NYR,0,3,0,0,0,3
2011,20139,PHI,0,2,1,0,0,3
2011,20139,PIT,1,0,1,0,0,2
2011,20140,ATL,0,2,1,1,0,4
2011,20140,BUF,2,0,1,0,0,3
2011,20141,CHI,2,1,1,0,0,4
2011,20141,EDM,4,2,1,0,0,7
2011,20142,ANA,0,1,0,0,0,1
2011,20142,NJD,0,1,1,0,0,2
2011,20143,NYR,1,1,0,0,0,2
2011,20143,TOR,0,0,0,0,0,0
2011,20144,FLA,1,1,1,0,0,3
2011,20144,MTL,0,1,0,0,0,1
2011,20145,BOS,1,2,1,0,0,4
2011,20145,OTT,0,0,0,0,0,0
2011,20146,NYI,0,1,0,0,0,1
2011,20146,PHI,2,4,0,0,0,6
2011,20147,CAR,0,0,0,0,0,0
2011,20147,PIT,1,1,1,0,0,3
2011,20148,DET,2,1,2,0,0,5
2011,20148,NSH,0,1,1,0,0,2
2011,20149,ATL,3,0,0,0,0,3
2011,20149,STL,1,0,2,0,1,4
2011,20150,CHI,0,1,2,0,0,3
2011,20150,MIN,0,0,1,0,0,1
2011,20151,BUF,0,0,0,0,0,0
2011,20151,DAL,1,1,2,0,0,4
2011,20152,COL,1,3,1,0,0,5
2011,20152,CBJ,0,0,1,0,0,1
2011,20153,PHX,0,0,0,0,0,0
2011,20153,TBL,0,1,2,0,0,3
2011,20154,CGY,2,0,0,0,0,2
2011,20154,WSH,1,6,0,0,0,7
2011,20155,LAK,1,2,0,0,0,3
2011,20155,NJD,0,1,0,0,0,1
2011,20156,ANA,0,0,2,0,0,2
2011,20156,SJS,2,3,0,0,0,5
2011,20157,CHI,1,0,1,0,0,2
2011,20157,NYR,1,0,2,0,0,3
2011,20158,CAR,0,1,1,0,0,2
2011,20158,PHI,1,1,1,0,0,3
2011,20159,NJD,0,0,0,0,0,0
2011,20159,VAN,1,1,1,0,0,3
2011,20160,OTT,1,2,0,0,0,3
2011,20160,TOR,0,0,2,0,0,2
2011,20161,CBJ,2,0,1,0,0,3
2011,20161,MTL,0,0,0,0,0,0
2011,20162,MIN,0,1,0,0,0,1
2011,20162,SJS,0,0,0,0,0,0
2011,20163,EDM,0,1,2,0,0,3
2011,20163,VAN,3,0,1,0,0,4
2011,20164,BOS,3,1,1,0,0,5
2011,20164,BUF,0,1,1,0,0,2
2011,20165,TOR,1,0,3,0,0,4
2011,20165,WSH,0,3,1,0,1,5
2011,20166,CAR,3,2,2,0,0,7
2011,20166,NYI,0,0,2,0,0,2
2011,20167,ATL,1,1,2,0,0,4
2011,20167,FLA,1,1,1,0,0,3
2011,20168,CHI,0,1,2,0,0,3
2011,20168,NJD,1,1,3,0,0,5
2011,20169,DAL,2,2,1,0,0,5
2011,20169,PIT,0,1,1,0,0,2
2011,20170,CGY,1,0,0,0,0,1
2011,20170,DET,0,2,0,0,0,2
2011,20171,NSH,2,1,0,0,0,3
2011,20171,PHX,1,1,2,0,0,4
2011,20172,ANA,1,0,1,1,0,3
2011,20172,TBL,0,1,1,0,0,2
2011,20173,NYR,0,1,0,0,0,1
2011,20173,PHI,0,3,1,0,0,4
2011,20174,ATL,0,0,0,0,0,0
2011,20174,CBJ,0,1,2,0,0,3
2011,20175,NYI,0,0,1,0,0,1
2011,20175,OTT,1,2,1,0,0,4
2011,20176,SJS,0,0,0,0,0,0
2011,20176,STL,1,1,0,0,0,2
2011,20177,COL,0,0,1,0,0,1
2011,20177,VAN,1,1,1,0,0,3
2011,20178,LAK,0,0,1,0,0,1
2011,20178,TBL,0,0,0,0,0,0
2011,20179,NJD,0,0,0,0,0,0
2011,20179,NYR,1,1,1,0,0,3
2011,20180,BOS,0,0,3,0,0,3
2011,20180,WSH,0,3,2,0,0,5
2011,20181,BUF,1,1,0,0,0,2
2011,20181,MTL,1,2,0,0,0,3
2011,20182,CAR,3,0,1,0,0,4
2011,20182,FLA,3,1,3,0,0,7
2011,20183,CGY,1,0,0,0,0,1
2011,20183,MIN,1,0,1,0,0,2
2011,20184,DAL,1,4,1,0,0,6
2011,20184,PHX,0,1,2,0,0,3
2011,20185,DET,1,1,1,0,0,3
2011,20185,EDM,0,1,0,0,0,1
2011,20186,ANA,0,3,0,0,0,3
2011,20186,PIT,0,1,1,0,0,2
2011,20187,LAK,2,2,0,0,0,4
2011,20187,NSH,0,0,1,0,0,1
2011,20188,BOS,0,0,1,0,0,1
2011,20188,STL,1,0,0,0,1,2
2011,20189,BUF,0,1,1,0,1,3
2011,20189,TOR,1,1,0,0,0,2
2011,20190,MTL,0,1,1,0,0,2
2011,20190,OTT,1,1,1,0,0,3
2011,20191,NYI,0,1,0,0,0,1
2011,20191,PHI,1,0,1,0,0,2
2011,20192,CAR,0,1,2,0,0,3
2011,20192,FLA,0,0,2,0,0,2
2011,20193,ATL,1,3,0,0,0,4
2011,20193,CHI,2,2,0,0,1,5
2011,20194,CBJ,1,1,0,0,0,2
2011,20194,MIN,1,1,1,0,0,3
2011,20195,COL,1,2,2,0,0,5
2011,20195,DAL,0,0,0,0,0,0
2011,20196,PHX,2,1,0,0,0,3
2011,20196,PIT,0,3,0,0,1,4
2011,20197,DET,0,3,1,0,0,4
2011,20197,VAN,1,2,3,0,0,6
2011,20198,SJS,2,2,1,0,0,5
2011,20198,TBL,1,0,1,0,0,2
2011,20199,PHI,1,1,0,0,0,2
2011,20199,WSH,1,1,0,1,0,3
2011,20200,NYR,0,0,0,0,0,0
2011,20200,STL,0,1,1,0,0,2
2011,20201,CHI,1,0,0,0,0,1
2011,20201,EDM,0,0,2,0,0,2
2011,20202,ANA,2,0,3,0,0,5
2011,20202,NSH,2,0,2,0,0,4
2011,20203,DET,1,0,1,1,0,3
2011,20203,PHX,1,1,0,0,0,2
2011,20204,NYR,2,1,0,0,0,3
2011,20204,WSH,1,2,2,0,0,5
2011,20205,CAR,4,1,2,0,0,7
2011,20205,EDM,0,0,1,0,0,1
2011,20206,MTL,1,0,1,0,0,2
2011,20206,VAN,0,0,0,0,0,0
2011,20207,ATL,1,0,1,0,0,2
2011,20207,OTT,2,2,1,0,0,5
2011,20208,TBL,3,0,1,0,0,4
2011,20208,TOR,0,0,0,0,0,0
2011,20209,CGY,0,1,3,0,0,4
2011,20209,COL,1,0,1,0,0,2
2011,20210,ANA,1,1,0,1,0,3
2011,20210,SJS,1,0,1,0,0,2
2011,20211,BUF,0,3,1,0,1,5
2011,20211,NJD,1,3,0,0,0,4
2011,20212,BOS,2,0,5,0,0,7
2011,20212,PIT,2,2,0,0,0,4
2011,20213,CBJ,3,3,2,0,0,8
2011,20213,STL,0,1,0,0,0,1
2011,20214,FLA,1,1,2,0,0,4
2011,20214,TOR,0,0,1,0,0,1
2011,20215,CHI,1,0,0,0,0,1
2011,20215,PHX,0,2,0,0,0,2
2011,20216,ANA,0,0,1,0,0,1
2011,20216,NYI,0,0,0,0,0,0
2011,20217,BOS,1,0,0,0,0,1
2011,20217,MTL,1,0,2,0,0,3
2011,20218,BUF,0,2,0,0,0,2
2011,20218,NYR,1,1,0,1,0,3
2011,20219,TBL,1,0,2,0,0,3
2011,20219,WSH,0,2,4,0,0,6
2011,20220,CAR,0,0,1,0,0,1
2011,20220,PHI,2,2,4,0,0,8
2011,20221,ATL,2,1,2,0,0,5
2011,20221,MIN,0,0,1,0,0,1
2011,20222,DET,3,2,1,0,0,6
2011,20222,EDM,0,0,2,0,0,2
2011,20223,OTT,1,0,1,0,0,2
2011,20223,VAN,1,1,4,0,0,6
2011,20224,NSH,0,1,1,0,1,3
2011,20224,STL,1,0,1,0,0,2
2011,20225,DAL,1,0,0,0,0,1
2011,20225,LAK,1,0,2,0,0,3
2011,20226,NYI,0,1,0,0,0,1
2011,20226,SJS,0,1,0,0,1,2
2011,20227,EDM,2,1,0,0,0,3
2011,20227,NJD,1,1,1,1,0,4
2011,20228,PIT,0,2,3,0,0,5
2011,20228,TBL,0,0,1,0,0,1
2011,20229,COL,1,3,1,0,0,5
2011,20229,CBJ,1,0,0,0,0,1
2011,20230,FLA,2,0,0,0,0,2
2011,20230,MIN,1,0,0,0,0,1
2011,20231,CGY,1,1,2,0,0,4
2011,20231,PHX,0,3,2,0,0,5
2011,20232,ANA,1,0,3,0,0,4
2011,20232,DAL,1,0,1,0,0,2
2011,20233,BOS,0,0,0,0,0,0
2011,20233,OTT,1,0,1,0,0,2
2011,20234,BUF,0,2,0,1,0,3
2011,20234,WSH,1,0,1,0,0,2
2011,20235,TOR,2,1,0,0,0,3
2011,20235,VAN,2,1,2,0,0,5
2011,20236,CAR,0,2,0,0,0,2
2011,20236,MTL,2,3,2,0,0,7
2011,20237,FLA,0,1,1,0,0,2
2011,20237,PHI,2,3,0,0,0,5
2011,20238,ATL,1,0,1,0,0,2
2011,20238,PIT,0,1,3,0,0,4
2011,20239,COL,0,0,1,0,0,1
2011,20239,DET,1,2,0,0,0,3
2011,20240,CHI,1,2,0,0,0,3
2011,20240,NSH,0,2,1,0,1,4
2011,20241,PHX,1,3,1,0,0,5
2011,20241,STL,1,1,1,0,0,3
2011,20242,CGY,0,1,2,0,0,3
2011,20242,SJS,2,1,1,0,0,4
2011,20243,LAK,2,1,2,0,0,5
2011,20243,NYI,1,0,0,0,0,1
2011,20244,EDM,0,2,0,0,0,2
2011,20244,NYR,1,4,3,0,0,8
2011,20245,ATL,1,3,0,0,0,4
2011,20245,WSH,3,1,2,0,0,6
2011,20246,MIN,3,0,1,0,0,4
2011,20246,TBL,1,0,0,0,0,1
2011,20247,ANA,1,0,1,0,0,2
2011,20247,CHI,1,1,0,1,0,3
2011,20248,BOS,1,1,1,0,0,3
2011,20248,NJD,0,0,0,0,0,0
2011,20249,BUF,2,1,0,1,0,4
2011,20249,VAN,0,1,2,0,0,3
2011,20250,OTT,1,0,0,0,0,1
2011,20250,PHI,2,1,2,0,0,5
2011,20251,NYR,0,1,1,1,0,3
2011,20251,PIT,0,0,2,0,0,2
2011,20252,COL,3,2,1,0,0,6
2011,20252,STL,1,1,1,0,0,3
2011,20253,LAK,1,1,1,0,0,3
2011,20253,SJS,2,1,3,0,0,6
2011,20254,NSH,3,1,0,0,0,4
2011,20254,TOR,1,4,0,0,0,5
2011,20255,MTL,1,1,1,0,0,3
2011,20255,PHI,0,0,0,0,0,0
2011,20256,ANA,0,1,0,0,0,1
2011,20256,DAL,1,0,1,0,0,2
2011,20257,NYI,0,1,1,0,0,2
2011,20257,TBL,1,1,2,0,0,4
2011,20258,BOS,0,2,1,0,0,3
2011,20258,NYR,0,1,1,0,0,2
2011,20259,PIT,1,2,0,0,0,3
2011,20259,VAN,0,1,0,0,0,1
2011,20260,BUF,0,2,0,0,0,2
2011,20260,WSH,2,1,1,0,0,4
2011,20261,CAR,4,0,3,0,0,7
2011,20261,OTT,0,0,1,0,0,1
2011,20262,ATL,1,0,0,0,0,1
2011,20262,FLA,0,2,0,0,0,2
2011,20263,DET,1,2,4,0,0,7
2011,20263,STL,1,2,0,0,0,3
2011,20264,ANA,0,1,0,0,0,1
2011,20264,MIN,0,1,0,1,0,2
2011,20265,COL,1,0,2,1,0,4
2011,20265,SJS,1,2,0,0,0,3
2011,20266,CGY,0,0,1,0,0,1
2011,20266,PHX,0,2,1,0,0,3
2011,20267,CHI,2,2,1,0,0,5
2011,20267,EDM,0,0,0,0,0,0
2011,20268,CBJ,1,1,3,0,0,5
2011,20268,LAK,1,1,1,0,0,3
2011,20269,BOS,1,0,3,0,0,4
2011,20269,FLA,0,0,0,0,0,0
2011,20270,NJD,0,1,0,0,0,1
2011,20270,TOR,0,2,1,0,0,3
2011,20271,PHI,5,2,0,0,0,7
2011,20271,TBL,4,3,1,0,0,8
2011,20272,MTL,0,0,0,0,0,0
2011,20272,NSH,0,1,2,0,0,3
2011,20273,DAL,2,0,2,1,0,5
2011,20273,SJS,1,2,1,0,0,4
2011,20274,CAR,2,1,1,0,0,4
2011,20274,PIT,2,1,1,0,1,5
2011,20275,DET,0,1,2,0,0,3
2011,20275,MIN,1,1,1,1,0,4
2011,20276,BUF,0,2,2,0,0,4
2011,20276,LAK,1,1,0,0,0,2
2011,20277,ATL,3,1,1,0,0,5
2011,20277,WSH,0,0,0,0,0,0
2011,20278,OTT,1,0,1,0,0,2
2011,20278,STL,0,3,2,0,0,5
2011,20279,COL,0,4,1,0,0,5
2011,20279,NYR,0,0,1,0,0,1
2011,20280,CGY,2,2,3,0,0,7
2011,20280,CHI,1,0,1,0,0,2
2011,20281,EDM,1,2,0,0,0,3
2011,20281,PHX,0,2,1,0,1,4
2011,20282,ANA,0,2,1,0,0,3
2011,20282,CBJ,1,3,0,0,0,4
2011,20283,BOS,0,2,1,0,0,3
2011,20283,LAK,2,1,0,0,1,4
2011,20284,BUF,1,0,0,0,0,1
2011,20284,TBL,1,1,0,0,0,2
2011,20285,MTL,0,1,1,0,0,2
2011,20285,TOR,0,0,0,0,0,0
2011,20286,FLA,0,4,0,0,0,4
2011,20286,NYI,1,0,0,0,0,1
2011,20287,PHI,0,2,2,0,1,5
2011,20287,WSH,1,0,3,0,0,4
2011,20288,CAR,1,0,0,0,0,1
2011,20288,NSH,0,1,0,0,1,2
2011,20289,NJD,1,1,0,0,0,2
2011,20289,STL,1,1,1,0,0,3
2011,20290,MIN,0,0,2,0,0,2
2011,20290,NYR,0,3,2,0,0,5
2011,20291,COL,1,2,0,0,1,4
2011,20291,DAL,0,2,1,0,0,3
2011,20292,CHI,0,4,3,0,0,7
2011,20292,VAN,0,0,1,0,0,1
2011,20293,CBJ,1,1,1,0,0,3
2011,20293,SJS,0,0,0,0,0,0
2011,20294,ATL,0,0,1,1,0,2
2011,20294,NYI,0,1,0,0,0,1
2011,20295,CGY,1,2,1,0,0,4
2011,20295,DET,1,0,3,1,0,5
2011,20296,ANA,0,2,0,0,0,2
2011,20296,EDM,0,2,2,0,0,4
2011,20297,PHX,0,2,1,0,0,3
2011,20297,VAN,0,2,0,0,0,2
2011,20298,DAL,0,1,0,0,0,1
2011,20298,TOR,1,2,1,0,0,4
2011,20299,NJD,3,2,0,0,0,5
2011,20299,WSH,0,0,0,0,0,0
2011,20300,CGY,0,1,0,0,0,1
2011,20300,NYR,0,2,0,0,0,2
2011,20301,MTL,2,0,0,0,0,2
2011,20301,PHI,0,1,2,0,0,3
2011,20302,CBJ,1,1,0,0,0,2
2011,20302,NSH,0,0,0,0,0,0
2011,20303,LAK,1,1,0,0,0,2
2011,20303,OTT,1,1,1,0,0,3
2011,20304,BOS,0,0,1,0,0,1
2011,20304,TBL,0,3,0,0,0,3
2011,20305,FLA,1,1,0,0,0,2
2011,20305,PIT,2,0,1,0,0,3
2011,20306,EDM,0,0,0,0,0,0
2011,20306,PHX,1,2,2,0,0,5
2011,20307,BUF,0,0,0,0,0,0
2011,20307,PIT,1,0,0,0,0,1
2011,20308,CBJ,2,1,0,1,0,4
2011,20308,NYI,1,2,0,0,0,3
2011,20309,CAR,0,0,2,0,0,2
2011,20309,WSH,1,1,1,0,0,3
2011,20310,ATL,2,2,1,0,0,5
2011,20310,DET,1,0,0,0,0,1
2011,20311,LAK,0,1,0,0,0,1
2011,20311,MTL,2,2,0,0,0,4
2011,20312,DAL,0,1,1,0,0,2
2011,20312,OTT,0,1,0,0,0,1
2011,20313,CGY,0,0,1,0,0,1
2011,20313,NJD,1,0,0,0,1,2
2011,20314,NYR,0,0,3,0,0,3
2011,20314,TBL,2,3,0,0,0,5
2011,20315,BOS,0,0,3,0,0,3
2011,20315,FLA,0,1,0,0,0,1
2011,20316,NSH,0,1,0,0,0,1
2011,20316,STL,1,0,0,0,1,2
2011,20317,MIN,0,1,0,0,0,1
2011,20317,PHI,2,1,3,0,0,6
2011,20318,COL,0,1,1,0,0,2
2011,20318,VAN,1,1,2,0,0,4
2011,20319,CHI,0,1,1,0,0,2
2011,20319,SJS,1,2,2,0,0,5
2011,20320,COL,1,1,0,0,0,2
2011,20320,EDM,2,0,1,0,0,3
2011,20321,BOS,0,0,0,0,0,0
2011,20321,CAR,1,1,1,0,0,3
2011,20322,NJD,0,0,0,0,0,0
2011,20322,NYI,1,1,0,0,0,2
2011,20323,CGY,0,1,1,0,1,3
2011,20323,PHI,0,2,0,0,0,2
2011,20324,OTT,1,0,0,0,0,1
2011,20324,PIT,0,1,1,0,0,2
2011,20325,MIN,3,1,1,0,0,5
2011,20325,NSH,0,0,2,0,0,2
2011,20326,ANA,1,0,0,0,0,1
2011,20326,CHI,0,1,3,0,0,4
2011,20327,TBL,0,0,0,0,0,0
2011,20327,WSH,1,4,1,0,0,6
2011,20328,CBJ,0,0,1,0,0,1
2011,20328,DET,0,1,1,0,0,2
2011,20329,BUF,2,0,1,0,0,3
2011,20329,TOR,0,0,1,0,0,1
2011,20330,ATL,1,2,0,0,0,3
2011,20330,MTL,0,0,0,0,0,0
2011,20331,FLA,0,0,0,0,0,0
2011,20331,NYR,1,0,2,0,0,3
2011,20332,DAL,0,1,2,0,0,3
2011,20332,STL,1,1,0,0,0,2
2011,20333,SJS,1,0,0,0,0,1
2011,20333,VAN,1,2,3,0,0,6
2011,20334,NJD,1,0,0,0,1,2
2011,20334,PHI,0,0,1,0,0,1
2011,20335,CGY,0,0,1,0,0,1
2011,20335,PIT,0,2,2,0,0,4
2011,20336,BUF,0,0,1,0,0,1
2011,20336,MTL,1,2,0,0,0,3
2011,20337,OTT,1,2,0,0,0,3
2011,20337,TOR,0,0,0,0,0,0
2011,20338,FLA,0,1,2,0,1,4
2011,20338,TBL,1,1,1,0,0,3
2011,20339,DAL,0,0,2,0,0,2
2011,20339,STL,0,1,0,0,0,1
2011,20340,NSH,1,0,0,0,0,1
2011,20340,NYR,0,0,1,0,1,2
2011,20341,ANA,1,2,3,0,0,6
2011,20341,PHX,1,2,1,0,0,4
2011,20342,COL,1,4,2,0,0,7
2011,20342,MIN,2,1,1,0,0,4
2011,20343,EDM,1,0,2,0,0,3
2011,20343,SJS,1,2,1,0,0,4
2011,20344,CHI,0,1,1,0,0,2
2011,20344,LAK,0,0,1,0,0,1
2011,20345,CAR,0,1,1,0,0,2
2011,20345,WSH,2,0,0,0,1,3
2011,20346,ATL,3,1,0,0,0,4
2011,20346,BOS,0,1,0,0,0,1
2011,20347,CBJ,1,0,1,0,0,2
2011,20347,DET,0,2,2,0,0,4
2011,20348,NYR,0,1,0,0,0,1
2011,20348,PIT,1,2,0,0,0,3
2011,20349,CAR,0,1,0,0,0,1
2011,20349,DAL,1,2,1,0,0,4
2011,20350,EDM,0,1,3,0,0,4
2011,20350,OTT,1,0,0,0,0,1
2011,20351,CGY,0,2,1,0,0,3
2011,20351,MIN,0,0,0,0,0,0
2011,20352,ANA,0,1,1,0,0,2
2011,20352,LAK,0,0,0,0,0,0
2011,20353,TBL,0,1,2,1,0,4
2011,20353,TOR,1,1,1,0,0,3
2011,20354,NSH,1,1,1,0,0,3
2011,20354,PHX,0,0,0,0,0,0
2011,20355,CHI,2,3,2,0,0,7
2011,20355,STL,1,1,3,0,0,5
2011,20356,ATL,1,0,1,1,0,3
2011,20356,COL,0,0,2,0,0,2
2011,20357,DET,2,2,1,0,0,5
2011,20357,SJS,1,1,1,0,0,3
2011,20358,EDM,1,0,2,1,0,4
2011,20358,MTL,1,2,0,0,0,3
2011,20359,BOS,2,0,1,0,0,3
2011,20359,PHI,0,0,0,0,0,0
2011,20360,CBJ,0,1,2,0,0,3
2011,20360,NSH,1,1,1,0,1,4
2011,20361,STL,0,1,0,0,0,1
2011,20361,WSH,1,1,2,0,0,4
2011,20362,MIN,0,0,2,0,0,2
2011,20362,PHX,1,1,2,0,0,4
2011,20363,CGY,1,1,0,0,0,2
2011,20363,VAN,2,1,4,0,0,7
2011,20364,ANA,1,2,2,0,0,5
2011,20364,FLA,0,1,2,0,0,3
2011,20365,BOS,2,2,4,0,0,8
2011,20365,TBL,0,1,0,0,0,1
2011,20366,EDM,1,2,2,0,0,5
2011,20366,TOR,0,0,0,0,0,0
2011,20367,MTL,2,3,0,0,0,5
2011,20367,NJD,0,0,1,0,0,1
2011,20368,NYI,1,2,2,0,0,5
2011,20368,NYR,2,2,2,0,0,6
2011,20369,ATL,1,1,0,0,0,2
2011,20369,PIT,1,2,0,0,0,3
2011,20370,OTT,0,0,0,0,0,0
2011,20370,SJS,1,1,2,0,0,4
2011,20371,DAL,0,1,1,0,0,2
2011,20371,WSH,0,0,1,0,0,1
2011,20372,FLA,1,1,0,0,0,2
2011,20372,LAK,1,0,2,0,0,3
2011,20373,NYI,0,0,0,0,0,0
2011,20373,NYR,0,1,1,0,0,2
2011,20374,CAR,0,0,1,1,0,2
2011,20374,COL,0,0,1,0,0,1
2011,20375,BUF,2,1,2,0,0,5
2011,20375,CBJ,0,0,0,0,0,0
2011,20376,CGY,0,1,1,0,1,3
2011,20376,MIN,0,1,1,0,0,2
2011,20377,CHI,0,0,0,0,0,0
2011,20377,VAN,0,1,2,0,0,3
2011,20378,ANA,0,0,0,0,0,0
2011,20378,DET,1,2,1,0,0,4
2011,20379,NJD,2,0,1,0,0,3
2011,20379,PHI,1,1,3,0,0,5
2011,20380,MTL,1,1,1,0,0,3
2011,20380,SJS,1,0,0,0,0,1
2011,20381,BOS,1,0,1,0,0,2
2011,20381,TOR,1,0,1,0,1,3
2011,20382,BUF,0,0,0,0,1,1
2011,20382,OTT,0,0,0,0,0,0
2011,20383,ATL,0,2,1,0,0,3
2011,20383,WSH,0,1,0,0,0,1
2011,20384,CBJ,0,1,1,0,0,2
2011,20384,PIT,4,3,0,0,0,7
2011,20385,COL,1,1,3,0,0,5
2011,20385,TBL,1,3,2,0,0,6
2011,20386,CAR,1,1,0,0,0,2
2011,20386,NSH,3,0,2,0,0,5
2011,20387,DAL,1,1,1,1,0,4
2011,20387,MIN,0,1,2,0,0,3
2011,20388,FLA,0,1,0,0,1,2
2011,20388,PHX,0,1,0,0,0,1
2011,20389,EDM,0,0,1,1,0,2
2011,20389,STL,0,0,1,0,0,1
2011,20390,DET,1,1,0,0,0,2
2011,20390,LAK,0,2,0,1,0,3
2011,20391,NYI,0,0,2,0,0,2
2011,20391,PHI,1,0,2,0,0,3
2011,20392,NYR,0,1,0,0,0,1
2011,20392,OTT,0,1,2,0,0,3
2011,20393,CGY,2,0,0,0,0,2
2011,20393,CHI,3,0,1,0,0,4
2011,20394,ANA,0,0,0,0,0,0
2011,20394,PHX,1,1,1,0,0,3
2011,20395,STL,1,1,1,0,0,3
2011,20395,VAN,1,1,0,0,0,2
2011,20396,NJD,1,0,0,0,0,1
2011,20396,PIT,1,1,0,0,0,2
2011,20397,TOR,1,0,3,0,1,5
2011,20397,WSH,2,2,0,0,0,4
